day,timestamp,symbol,price,quantity,side
-1,1500,TOMATOES,5008,-8,SELL
-1,5700,TOMATOES,5003,-8,SELL
-1,13700,TOMATOES,5006,-4,SELL
-1,13900,TOMATOES,5004,6,BUY
-1,20400,TOMATOES,4999,4,BUY
-1,26800,TOMATOES,4994,6,BUY
-1,28900,TOMATOES,4994,-6,SELL
-1,30000,TOMATOES,4988,7,BUY
-1,33200,TOMATOES,4989,8,BUY
-1,46600,TOMATOES,4982,9,BUY
-1,56500,TOMATOES,4985,6,BUY
-1,61400,TOMATOES,4990,-6,SELL
-1,66100,TOMATOES,4990,-8,SELL
-1,78500,TOMATOES,4991,-9,SELL
-1,80200,TOMATOES,4992,-12,SELL
-1,80500,TOMATOES,4992,6,BUY
-1,80800,TOMATOES,4990,9,BUY
-1,84600,TOMATOES,4987,-6,SELL
-1,87200,TOMATOES,4984,-9,SELL
-1,88600,TOMATOES,4983,5,BUY
-1,91000,TOMATOES,4979,5,BUY
-1,94000,TOMATOES,4978,-9,SELL
-1,95800,TOMATOES,4982,9,BUY
-1,97400,TOMATOES,4985,-6,SELL
-1,99400,TOMATOES,4986,10,BUY
-1,105400,TOMATOES,4988,-11,SELL
-1,106100,TOMATOES,4985,12,BUY
-1,117600,TOMATOES,4998,-8,SELL
-1,122500,TOMATOES,4995,8,BUY
-1,129400,TOMATOES,4994,-11,SELL
-1,129700,TOMATOES,4994,3,BUY
-1,135900,TOMATOES,4991,9,BUY
-1,136300,TOMATOES,4995,-5,SELL
-1,140200,TOMATOES,4991,6,BUY
-1,141300,TOMATOES,4994,10,BUY
-1,141700,TOMATOES,4997,-10,SELL
-1,141800,TOMATOES,4997,-12,SELL
-1,144300,TOMATOES,4992,7,BUY
-1,154300,TOMATOES,4990,-11,SELL
-1,156600,TOMATOES,4988,10,BUY
-1,160700,TOMATOES,4983,9,BUY
-1,167900,TOMATOES,4986,7,BUY
-1,171100,TOMATOES,4987,8,BUY
-1,174700,TOMATOES,4992,-6,SELL
-1,180800,TOMATOES,4987,6,BUY
-1,182300,TOMATOES,4991,-10,SELL
-1,183700,TOMATOES,4990,-6,SELL
-1,193800,TOMATOES,4992,-9,SELL
-1,198700,TOMATOES,4994,5,BUY
-1,203100,TOMATOES,4996,-10,SELL
-1,205500,TOMATOES,4997,2,BUY
-1,215200,TOMATOES,4995,11,BUY
-1,217300,TOMATOES,4993,12,BUY
-1,221000,TOMATOES,4986,-7,SELL
-1,226200,TOMATOES,4988,11,BUY
-1,231600,TOMATOES,4982,-7,SELL
-1,235200,TOMATOES,4981,7,BUY
-1,240300,TOMATOES,4985,-8,SELL
-1,250700,TOMATOES,4983,9,BUY
-1,253300,TOMATOES,4986,-6,SELL
-1,253500,TOMATOES,4984,6,BUY
-1,264400,TOMATOES,4988,-12,SELL
-1,266100,TOMATOES,4987,-6,SELL
-1,269900,TOMATOES,4987,-6,SELL
-1,271600,TOMATOES,4986,-8,SELL
-1,275000,TOMATOES,4986,-6,SELL
-1,279200,TOMATOES,4987,4,BUY
-1,280100,TOMATOES,4982,8,BUY
-1,281800,TOMATOES,4982,12,BUY
-1,287500,TOMATOES,4983,-9,SELL
-1,299500,TOMATOES,4988,-6,SELL
-1,301600,TOMATOES,4983,9,BUY
-1,316400,TOMATOES,4979,12,BUY
-1,321500,TOMATOES,4982,8,BUY
-1,334200,TOMATOES,4987,-10,SELL
-1,335800,TOMATOES,4991,-8,SELL
-1,336300,TOMATOES,4990,-5,SELL
-1,337600,TOMATOES,4986,5,BUY
-1,339000,TOMATOES,4985,11,BUY
-1,339800,TOMATOES,4987,-5,SELL
-1,349300,TOMATOES,4994,-11,SELL
-1,353500,TOMATOES,4994,12,BUY
-1,353900,TOMATOES,4994,11,BUY
-1,355900,TOMATOES,4997,-7,SELL
-1,357100,TOMATOES,4999,-5,SELL
-1,357300,TOMATOES,4998,6,BUY
-1,364100,TOMATOES,4996,6,BUY
-1,391200,TOMATOES,4999,-9,SELL
-1,399000,TOMATOES,4991,5,BUY
-1,400200,TOMATOES,4991,1,BUY
-1,402200,TOMATOES,4993,3,BUY
-1,411500,TOMATOES,4989,-9,SELL
-1,416700,TOMATOES,4983,9,BUY
-1,420100,TOMATOES,4990,-10,SELL
-1,420500,TOMATOES,4989,-2,SELL
-1,421800,TOMATOES,4990,12,BUY
-1,422600,TOMATOES,4989,-9,SELL
-1,428100,TOMATOES,4991,9,BUY
-1,432300,TOMATOES,4997,-5,SELL
-1,432400,TOMATOES,4997,-7,SELL
-1,433300,TOMATOES,4996,10,BUY
-1,434000,TOMATOES,4999,-10,SELL
-1,434700,TOMATOES,4999,-5,SELL
-1,440200,TOMATOES,4994,-6,SELL
-1,441200,TOMATOES,4995,-10,SELL
-1,445900,TOMATOES,4995,10,BUY
-1,448100,TOMATOES,4996,10,BUY
-1,450000,TOMATOES,4996,12,BUY
-1,458700,TOMATOES,4999,1,BUY
-1,470500,TOMATOES,4993,-9,SELL
-1,477000,TOMATOES,4983,9,BUY
-1,480100,TOMATOES,4985,-6,SELL
-1,484300,TOMATOES,4984,6,BUY
-1,490600,TOMATOES,4980,-11,SELL
-1,495400,TOMATOES,4980,10,BUY
-1,495700,TOMATOES,4978,1,BUY
-1,511800,TOMATOES,4976,-7,SELL
-1,512000,TOMATOES,4975,-8,SELL
-1,518200,TOMATOES,4973,-6,SELL
-1,523100,TOMATOES,4977,-12,SELL
-1,531200,TOMATOES,4981,2,BUY
-1,534500,TOMATOES,4982,11,BUY
-1,535800,TOMATOES,4980,7,BUY
-1,538200,TOMATOES,4981,7,BUY
-1,541600,TOMATOES,4977,6,BUY
-1,548900,TOMATOES,4971,-5,SELL
-1,556200,TOMATOES,4973,-7,SELL
-1,571800,TOMATOES,4973,12,BUY
-1,574200,TOMATOES,4972,-7,SELL
-1,578800,TOMATOES,4970,7,BUY
-1,585300,TOMATOES,4970,-9,SELL
-1,589800,TOMATOES,4972,9,BUY
-1,593600,TOMATOES,4971,-6,SELL
-1,595400,TOMATOES,4971,-6,SELL
-1,599300,TOMATOES,4972,-7,SELL
-1,604400,TOMATOES,4972,12,BUY
-1,609000,TOMATOES,4972,-5,SELL
-1,612600,TOMATOES,4972,7,BUY
-1,613200,TOMATOES,4976,-7,SELL
-1,616400,TOMATOES,4973,-8,SELL
-1,622900,TOMATOES,4972,10,BUY
-1,627100,TOMATOES,4973,-10,SELL
-1,628000,TOMATOES,4970,10,BUY
-1,628500,TOMATOES,4971,10,BUY
-1,635100,TOMATOES,4966,-5,SELL
-1,643400,TOMATOES,4962,5,BUY
-1,675400,TOMATOES,4966,-7,SELL
-1,676800,TOMATOES,4966,-5,SELL
-1,678800,TOMATOES,4970,7,BUY
-1,682300,TOMATOES,4972,-5,SELL
-1,691100,TOMATOES,4959,10,BUY
-1,695300,TOMATOES,4961,-8,SELL
-1,698300,TOMATOES,4960,-10,SELL
-1,707700,TOMATOES,4953,8,BUY
-1,711700,TOMATOES,4954,-2,SELL
-1,714200,TOMATOES,4953,10,BUY
-1,716900,TOMATOES,4954,2,BUY
-1,719400,TOMATOES,4953,-7,SELL
-1,721300,TOMATOES,4950,7,BUY
-1,737500,TOMATOES,4954,-11,SELL
-1,740300,TOMATOES,4957,11,BUY
-1,743000,TOMATOES,4962,-8,SELL
-1,748700,TOMATOES,4959,8,BUY
-1,757700,TOMATOES,4970,-5,SELL
-1,760600,TOMATOES,4969,5,BUY
-1,778300,TOMATOES,4960,-5,SELL
-1,780200,TOMATOES,4959,-7,SELL
-1,784100,TOMATOES,4956,10,BUY
-1,789700,TOMATOES,4958,2,BUY
-1,795100,TOMATOES,4956,-5,SELL
-1,800600,TOMATOES,4962,-8,SELL
-1,802900,TOMATOES,4962,-11,SELL
-1,804100,TOMATOES,4962,-12,SELL
-1,806100,TOMATOES,4961,8,BUY
-1,811900,TOMATOES,4964,10,BUY
-1,816900,TOMATOES,4966,9,BUY
-1,821000,TOMATOES,4961,7,BUY
-1,821900,TOMATOES,4962,-9,SELL
-1,828800,TOMATOES,4961,10,BUY
-1,832100,TOMATOES,4956,1,BUY
-1,836900,TOMATOES,4965,-5,SELL
-1,838600,TOMATOES,4961,-7,SELL
-1,840600,TOMATOES,4960,-8,SELL
-1,841200,TOMATOES,4960,7,BUY
-1,847200,TOMATOES,4961,8,BUY
-1,850200,TOMATOES,4956,-7,SELL
-1,864300,TOMATOES,4959,-11,SELL
-1,864400,TOMATOES,4960,-11,SELL
-1,866900,TOMATOES,4960,-6,SELL
