day,timestamp,symbol,price,quantity,side
-1,1100,TOMATOES,5007,-8,SELL
-1,1500,TOMATOES,5008,-8,SELL
-1,4300,TOMATOES,5002,6,BUY
-1,5700,TOMATOES,5003,-8,SELL
-1,11800,TOMATOES,5006,5,BUY
-1,13700,TOMATOES,5006,-5,SELL
-1,13900,TOMATOES,5004,6,BUY
-1,14600,TOMATOES,5004,2,BUY
-1,18500,TOMATOES,5001,2,BUY
-1,20400,TOMATOES,4999,4,BUY
-1,26800,TOMATOES,4994,6,BUY
-1,27400,TOMATOES,4995,-11,SELL
-1,28900,TOMATOES,4994,-6,SELL
-1,30000,TOMATOES,4988,7,BUY
-1,33200,TOMATOES,4989,8,BUY
-1,38400,TOMATOES,4990,6,BUY
-1,43500,TOMATOES,4983,-8,SELL
-1,45500,TOMATOES,4983,3,BUY
-1,46600,TOMATOES,4982,9,BUY
-1,50400,TOMATOES,4987,2,BUY
-1,56500,TOMATOES,4985,8,BUY
-1,61400,TOMATOES,4990,-6,SELL
-1,66100,TOMATOES,4990,-8,SELL
-1,75000,TOMATOES,4990,-11,SELL
-1,77200,TOMATOES,4990,-10,SELL
-1,78500,TOMATOES,4991,-5,SELL
-1,80800,TOMATOES,4990,9,BUY
-1,84600,TOMATOES,4987,-6,SELL
-1,88600,TOMATOES,4983,5,BUY
-1,91000,TOMATOES,4979,5,BUY
-1,95800,TOMATOES,4982,9,BUY
-1,97400,TOMATOES,4985,-6,SELL
-1,106100,TOMATOES,4985,12,BUY
-1,106400,TOMATOES,4986,6,BUY
-1,113000,TOMATOES,4993,-8,SELL
-1,117600,TOMATOES,4998,-8,SELL
-1,122500,TOMATOES,4995,8,BUY
-1,125900,TOMATOES,4993,6,BUY
-1,129400,TOMATOES,4994,-11,SELL
-1,135900,TOMATOES,4991,9,BUY
-1,136300,TOMATOES,4995,-5,SELL
-1,140200,TOMATOES,4991,6,BUY
-1,141700,TOMATOES,4997,-10,SELL
-1,141800,TOMATOES,4997,-12,SELL
-1,144300,TOMATOES,4992,7,BUY
-1,154300,TOMATOES,4990,-11,SELL
-1,156600,TOMATOES,4988,10,BUY
-1,157300,TOMATOES,4990,4,BUY
-1,160700,TOMATOES,4983,9,BUY
-1,163200,TOMATOES,4983,-8,SELL
-1,167900,TOMATOES,4986,7,BUY
-1,171100,TOMATOES,4987,10,BUY
-1,174700,TOMATOES,4992,-6,SELL
-1,180500,TOMATOES,4987,6,BUY
-1,180800,TOMATOES,4987,3,BUY
-1,182300,TOMATOES,4991,-10,SELL
-1,183700,TOMATOES,4990,-6,SELL
-1,193800,TOMATOES,4992,-9,SELL
-1,195600,TOMATOES,4991,-11,SELL
-1,195700,TOMATOES,4991,-4,SELL
-1,198700,TOMATOES,4994,5,BUY
-1,200900,TOMATOES,4996,3,BUY
-1,215200,TOMATOES,4995,11,BUY
-1,215700,TOMATOES,4996,6,BUY
-1,217300,TOMATOES,4993,12,BUY
-1,220800,TOMATOES,4986,3,BUY
-1,223800,TOMATOES,4988,-3,SELL
-1,226200,TOMATOES,4988,3,BUY
-1,240300,TOMATOES,4985,-8,SELL
-1,250000,TOMATOES,4984,5,BUY
-1,250700,TOMATOES,4983,3,BUY
-1,253300,TOMATOES,4986,-6,SELL
-1,253500,TOMATOES,4984,6,BUY
-1,266100,TOMATOES,4987,-6,SELL
-1,269900,TOMATOES,4987,-6,SELL
-1,271600,TOMATOES,4986,-8,SELL
-1,275000,TOMATOES,4986,-6,SELL
-1,278400,TOMATOES,4988,-6,SELL
-1,279200,TOMATOES,4987,4,BUY
-1,280100,TOMATOES,4982,8,BUY
-1,281800,TOMATOES,4982,12,BUY
-1,284700,TOMATOES,4981,3,BUY
-1,287100,TOMATOES,4982,-9,SELL
-1,287500,TOMATOES,4983,-9,SELL
-1,295400,TOMATOES,4986,5,BUY
-1,299500,TOMATOES,4988,-6,SELL
-1,301600,TOMATOES,4983,9,BUY
-1,316400,TOMATOES,4979,12,BUY
-1,321500,TOMATOES,4982,3,BUY
-1,334200,TOMATOES,4987,-10,SELL
-1,335800,TOMATOES,4991,-8,SELL
-1,336300,TOMATOES,4990,-5,SELL
-1,337600,TOMATOES,4986,5,BUY
-1,339000,TOMATOES,4985,11,BUY
-1,339800,TOMATOES,4987,-11,SELL
-1,349300,TOMATOES,4994,-11,SELL
-1,353500,TOMATOES,4994,12,BUY
-1,353900,TOMATOES,4994,11,BUY
-1,355900,TOMATOES,4997,-7,SELL
-1,357100,TOMATOES,4999,-7,SELL
-1,357300,TOMATOES,4998,6,BUY
-1,364100,TOMATOES,4996,6,BUY
-1,365200,TOMATOES,4999,-4,SELL
-1,369200,TOMATOES,4994,12,BUY
-1,391200,TOMATOES,4999,-9,SELL
-1,399000,TOMATOES,4991,5,BUY
-1,399100,TOMATOES,4992,4,BUY
-1,411500,TOMATOES,4989,-9,SELL
-1,416700,TOMATOES,4983,9,BUY
-1,420100,TOMATOES,4990,-10,SELL
-1,426000,TOMATOES,4992,-5,SELL
-1,428100,TOMATOES,4991,9,BUY
-1,432300,TOMATOES,4997,-5,SELL
-1,432400,TOMATOES,4997,-8,SELL
-1,433300,TOMATOES,4996,10,BUY
-1,434000,TOMATOES,4999,-10,SELL
-1,434700,TOMATOES,4999,-5,SELL
-1,440200,TOMATOES,4994,-6,SELL
-1,441200,TOMATOES,4995,-10,SELL
-1,445900,TOMATOES,4995,10,BUY
-1,448100,TOMATOES,4996,10,BUY
-1,450000,TOMATOES,4996,12,BUY
-1,452200,TOMATOES,5002,-3,SELL
-1,458700,TOMATOES,4999,9,BUY
-1,459400,TOMATOES,4999,2,BUY
-1,470500,TOMATOES,4993,-9,SELL
-1,476800,TOMATOES,4985,5,BUY
-1,477000,TOMATOES,4983,4,BUY
-1,480100,TOMATOES,4985,-6,SELL
-1,481800,TOMATOES,4984,4,BUY
-1,484300,TOMATOES,4984,2,BUY
-1,490600,TOMATOES,4980,-11,SELL
-1,494000,TOMATOES,4980,-3,SELL
-1,495400,TOMATOES,4980,10,BUY
-1,495700,TOMATOES,4978,4,BUY
-1,511800,TOMATOES,4976,-7,SELL
-1,516400,TOMATOES,4972,6,BUY
-1,518200,TOMATOES,4973,-6,SELL
-1,519700,TOMATOES,4974,-10,SELL
-1,523100,TOMATOES,4977,-12,SELL
-1,531200,TOMATOES,4981,2,BUY
-1,534500,TOMATOES,4982,11,BUY
-1,535800,TOMATOES,4980,7,BUY
-1,536400,TOMATOES,4982,-10,SELL
-1,538200,TOMATOES,4981,7,BUY
-1,540500,TOMATOES,4980,5,BUY
-1,541600,TOMATOES,4977,7,BUY
-1,548900,TOMATOES,4971,-5,SELL
-1,556200,TOMATOES,4973,-8,SELL
-1,571800,TOMATOES,4973,12,BUY
-1,574200,TOMATOES,4972,-7,SELL
-1,578500,TOMATOES,4972,2,BUY
-1,578800,TOMATOES,4970,6,BUY
-1,579600,TOMATOES,4974,-2,SELL
-1,579700,TOMATOES,4974,-5,SELL
-1,587500,TOMATOES,4968,6,BUY
-1,589800,TOMATOES,4972,1,BUY
-1,591200,TOMATOES,4974,-4,SELL
-1,593600,TOMATOES,4971,-6,SELL
-1,595400,TOMATOES,4971,-7,SELL
-1,599300,TOMATOES,4972,-7,SELL
-1,604400,TOMATOES,4972,12,BUY
-1,609000,TOMATOES,4972,-11,SELL
-1,611900,TOMATOES,4974,-10,SELL
-1,612600,TOMATOES,4972,7,BUY
-1,613200,TOMATOES,4976,-7,SELL
-1,615300,TOMATOES,4973,4,BUY
-1,616400,TOMATOES,4973,-8,SELL
-1,622900,TOMATOES,4972,10,BUY
-1,627100,TOMATOES,4973,-10,SELL
-1,628000,TOMATOES,4970,10,BUY
-1,628500,TOMATOES,4971,12,BUY
-1,629700,TOMATOES,4973,-6,SELL
-1,631800,TOMATOES,4973,3,BUY
-1,636600,TOMATOES,4964,5,BUY
